citric acid,residual sugar,pH,sulphates,alcohol,type
0.42,1.4,2.95,0.31,10.5,0
0.37,5.7,3.2,0.49,10.8,0
0.41,6.3,3.16,0.47,9.6,0
0.33,6.3,3.31,0.38,12.2,0
0.57,1.0,3.17,0.36,11.5,0
0.49,0.9,3.25,0.35,11.4,0
0.38,1.5,3.2,0.52,9.4,1
0.36,2.0,3.09,0.72,11.6,0
0.18,2.1,3.52,0.72,9.6,1
0.6,2.6,3.1,0.73,10.5,1
0.1,2.4,3.58,0.69,10.8,1
0.25,1.9,3.57,0.62,9.8,1
0.31,19.25,2.93,0.52,9.1,0
0.01,1.9,3.69,0.73,10.5,1
0.21,2.2,3.27,0.45,9.9,1
0.52,13.2,3.1,0.46,9.0,0
0.33,1.0,3.04,0.65,10.8,0
0.32,2.2,3.27,0.59,11.9,0
0.01,2.5,3.34,0.74,11.7,1
0.68,2.9,3.06,0.8,10.0,1
0.28,8.5,3.04,0.37,10.1,0
0.03,7.8,3.52,0.5,12.2,1
0.3,7.3,2.91,0.57,11.0,0
0.27,6.7,3.36,0.39,11.0,0
0.74,12.8,3.26,0.38,12.2,0
0.25,2.0,3.3,0.48,10.2,1
0.74,5.15,3.22,0.62,11.2,1
0.34,1.5,3.25,0.49,9.6,0
0.38,8.1,3.4,0.58,11.0,0
0.36,7.0,3.26,0.37,11.2,0
0.25,2.3,3.42,0.97,10.6,1
0.02,2.1,3.47,0.67,9.5,1
0.3,16.0,3.3,0.67,9.0,0
0.46,2.1,3.4,0.85,11.0,1
0.49,9.9,3.01,0.28,11.2,0
0.38,1.4,3.22,0.52,11.5,0
0.68,1.7,3.09,1.06,9.1,1
0.35,4.6,3.18,0.4,11.0,0
0.19,1.5,3.62,0.61,11.0,1
0.12,2.2,3.52,0.62,10.2,1
0.06,2.0,3.39,0.62,10.1,1
0.23,6.2,3.34,0.43,9.6,0
0.33,2.05,3.26,0.84,11.7,1
0.58,17.1,3.01,0.51,9.3,0
0.24,2.5,3.06,0.72,11.0,1
0.26,13.4,3.17,0.43,9.5,0
0.02,2.0,3.36,0.57,9.5,1
0.01,2.0,3.6,0.46,11.2,1
0.19,5.0,3.67,0.57,10.0,0
0.28,4.8,3.32,0.7,11.0,1
0.21,5.1,3.36,0.33,10.1,0
0.0,1.4,3.27,0.55,9.7,1
0.1,2.1,3.34,0.52,10.2,1
0.31,10.2,3.18,0.49,9.4,0
0.41,2.0,3.22,0.6,12.2,1
0.65,2.4,3.22,0.63,11.8,1
0.37,12.85,3.05,0.55,10.7,0
0.31,1.5,3.32,0.44,11.1,0
0.25,3.3,3.54,0.59,10.1,0
0.41,6.2,3.24,0.77,12.6,1
0.15,6.0,3.37,0.49,9.9,1
0.49,3.1,3.16,0.35,10.3,0
0.08,1.8,3.28,0.54,9.2,1
0.29,3.9,3.54,0.59,10.3,0
0.25,4.8,3.17,0.44,12.2,0
0.0,2.2,3.71,0.63,12.8,1
0.34,1.0,3.24,0.4,10.1,0
0.16,2.7,3.2,0.53,13.2,0
0.16,7.5,3.17,0.49,9.0,0
0.1,2.9,3.29,0.55,9.5,1
0.2,1.9,3.37,0.64,10.4,1
0.26,1.7,3.1,0.46,9.8,0
0.5,1.4,3.07,0.6,10.4,1
0.27,6.7,3.28,0.35,10.2,0
0.24,1.2,3.17,0.51,9.4,0
0.32,2.8,3.32,0.62,9.4,1
0.02,2.4,3.38,0.66,12.6,1
0.36,2.8,3.18,0.68,10.9,1
0.47,1.8,3.3,0.75,9.8,1
0.15,1.9,3.31,0.54,9.6,1
0.35,17.5,3.24,0.42,9.0,0
0.37,1.5,3.54,0.88,10.7,0
0.3,1.1,3.01,0.56,11.7,0
0.34,3.0,3.38,0.61,9.5,1
0.0,1.6,3.58,0.52,9.9,1
0.25,4.0,3.37,0.51,11.6,0
0.32,6.65,3.18,0.42,11.1,0
0.62,10.8,3.08,0.49,8.6,0
0.05,3.6,3.4,0.63,10.1,1
0.3,7.4,3.12,0.37,9.5,0
0.35,1.3,3.25,0.62,10.8,0
0.32,16.2,3.17,0.37,11.2,0
0.33,1.9,3.26,0.58,12.4,0
0.49,4.5,3.05,0.57,9.6,1
0.06,2.0,3.53,0.64,10.9,1
0.5,2.7,3.13,0.7,10.2,1
0.27,1.4,3.28,0.37,10.1,0
0.32,12.5,2.88,0.36,9.0,0
0.18,2.0,3.36,0.77,13.4,0
0.07,2.6,3.51,0.54,9.7,1
0.08,1.7,3.34,0.58,9.4,1
0.3,1.8,3.31,0.91,9.5,1
0.34,2.0,3.44,0.86,10.2,1
0.55,2.6,3.15,0.82,10.4,1
0.51,2.0,3.24,0.76,10.4,1
0.0,2.2,3.41,0.6,9.4,1
0.69,1.3,3.06,0.47,9.7,0
0.42,1.9,3.15,0.75,10.5,1
0.21,1.5,3.16,0.54,9.8,1
0.28,12.1,3.22,0.49,10.3,0
0.67,5.2,3.22,0.69,13.4,1
0.48,12.4,2.97,0.52,8.8,0
0.22,2.2,3.3,1.2,10.3,1
0.22,2.1,3.3,0.49,9.9,1
0.57,2.4,3.19,0.76,11.6,1
0.25,1.6,3.39,0.59,10.9,0
0.14,1.5,3.05,0.51,9.3,0
0.16,2.0,3.14,0.57,11.0,1
0.13,2.2,3.36,0.59,9.7,1
0.22,2.2,3.36,0.55,9.1,1
0.46,4.6,3.27,0.64,12.2,1
0.0,4.3,3.2,0.45,9.5,1
0.54,2.1,2.98,0.7,9.2,1
0.26,2.0,3.15,0.79,10.9,1
0.24,2.7,3.12,0.74,10.0,1
0.46,3.2,3.14,0.58,9.5,0
0.3,12.8,3.0,0.52,9.0,0
0.24,6.7,3.2,0.41,9.9,0
0.34,2.2,3.3,0.43,10.2,0
0.09,1.4,3.42,0.7,10.0,1
0.0,2.1,3.54,0.93,10.7,1
0.28,1.6,3.31,0.56,10.5,0
0.53,1.8,3.19,0.31,13.0,0
0.41,14.6,3.16,0.71,9.4,0
0.22,12.3,3.1,0.67,9.4,0
0.0,1.2,4.01,0.59,12.5,1
0.08,2.6,3.44,0.58,10.2,1
0.57,1.8,3.14,0.7,9.9,1
0.44,6.7,3.12,0.4,8.9,0
0.15,5.1,3.54,0.6,11.9,1
0.14,1.3,3.47,0.46,10.4666666666667,0
0.51,2.6,3.32,0.9,13.4,1
0.21,4.1,3.53,0.72,9.23333333333333,1
0.59,2.2,3.2,0.78,9.6,1
0.43,2.6,3.33,0.68,9.7,1
0.23,2.3,3.21,0.58,9.5,1
0.04,2.0,3.35,0.6,9.4,1
0.0,2.5,3.46,0.57,10.6,1
0.18,7.7,3.56,0.72,9.2,0
0.3,5.0,3.33,0.42,12.2,0
0.39,17.3,3.11,0.47,9.2,0
0.02,1.0,3.2,0.32,9.0,0
0.24,8.5,3.2,0.52,9.2,0
0.32,1.8,3.46,0.78,9.9,1
0.19,2.3,3.39,0.56,10.9,1
0.08,1.9,3.5,0.64,10.2,1
0.38,4.75,3.42,0.42,11.8,0
0.24,1.1,3.61,0.61,10.3,0
0.08,2.1,3.49,0.49,11.4,1
0.53,2.2,3.02,0.83,10.9,1
0.49,4.6,3.07,0.56,11.7,1
0.05,4.65,3.41,0.39,10.9,1
0.39,7.6,3.11,0.53,9.2,0
0.05,2.4,3.36,0.53,10.0,1
0.29,1.8,3.37,0.48,11.2,0
0.25,2.5,3.21,0.4,11.3,0
0.41,3.3,3.31,0.53,10.5,1
0.38,1.2,3.28,0.36,12.4,0
0.47,1.9,3.18,1.04,10.9,1
0.05,2.2,3.22,0.55,9.9,1
0.33,2.1,3.32,0.42,12.5,0
0.48,1.8,3.3,1.05,9.4,1
0.2,8.0,3.11,0.42,10.4,0
0.37,2.3,3.24,0.56,10.5,1
0.34,8.9,3.25,0.54,11.0,0
0.19,5.6,3.15,0.63,9.9,0
0.06,2.7,3.51,0.54,9.5,1
0.28,2.1,3.41,0.6,12.8,1
0.64,2.1,3.34,0.71,11.2,1
0.31,2.2,3.18,0.63,10.2,1
0.18,2.3,3.43,0.59,10.0,1
0.0,2.3,3.45,0.53,9.5,1
0.34,1.4,3.13,0.47,9.7,0
0.42,1.1,3.13,0.72,11.2,0
0.49,6.4,3.38,0.53,9.7,0
0.28,4.5,3.43,0.49,10.9,0
0.88,6.2,2.99,0.51,9.9,0
0.02,2.1,3.47,0.67,9.5,1
0.42,14.3,3.18,0.63,9.2,0
0.02,2.6,3.36,0.62,10.8,1
0.32,7.4,3.19,0.5,9.4,0
0.37,1.0,3.41,0.51,11.5,0
0.12,6.6,3.36,0.6,10.4,0
0.03,2.3,3.36,0.58,10.4,1
0.29,9.9,3.11,0.37,11.5,0
0.27,9.9,3.34,0.5,9.9,0
0.01,2.3,3.42,0.58,10.7,1
0.19,2.1,3.33,0.54,9.5,1
0.29,2.7,3.32,0.41,11.6,0
0.27,2.8,3.31,0.67,10.6,1
0.4,2.2,3.31,0.68,11.2,1
0.46,2.1,3.12,0.65,11.8,1
0.2,2.1,3.13,0.48,9.2,1
0.45,8.3,3.18,0.48,9.5,0
0.16,1.8,3.42,0.74,10.1,1
0.5,2.0,3.1,0.58,10.4,1
0.08,3.75,3.43,0.52,12.6,1
0.02,2.0,3.36,0.61,10.2,1
0.25,2.5,3.18,0.54,10.3,0
0.44,2.4,3.29,0.8,11.6,1
0.31,2.4,3.42,0.68,10.6,0
0.22,3.4,3.43,0.64,11.3,1
0.49,1.8,3.32,0.44,12.6,0
0.74,13.3,3.18,0.54,9.5,0
0.49,9.6,3.13,0.38,12.3,0
0.21,4.0,3.06,0.34,10.7,0
0.13,4.5,3.42,0.9,13.7,0
0.2,18.1,3.15,0.5,8.8,0
0.47,14.15,2.9,0.49,9.3,0
0.27,15.5,2.9,0.43,8.7,0
0.2,1.6,3.25,0.45,11.4,0
0.36,17.2,3.23,0.43,8.8,0
0.0,2.8,3.41,0.52,10.8,1
0.4,6.3,3.28,0.56,12.0,1
0.35,5.4,3.1,0.54,11.0,0
0.2,8.1,3.2,0.58,9.2,1
0.21,1.5,3.16,0.54,9.8,1
0.33,2.5,3.35,0.77,12.1,1
0.38,1.5,3.26,0.74,9.8,1
0.27,2.3,3.31,0.41,12.7,0
0.32,7.6,3.45,0.54,9.7,0
0.0,2.2,3.61,0.7,11.5,1
0.19,3.2,3.22,0.54,12.7,0
0.31,1.6,3.19,0.51,11.4,0
0.29,6.1,3.48,0.57,10.7,0
0.37,4.5,3.18,0.4,11.1,0
0.49,7.7,3.12,0.45,8.8,0
0.32,8.3,3.24,0.47,11.2,0
0.21,1.8,3.59,0.66,9.8,1
0.26,5.4,3.15,0.38,12.7,0
0.43,2.4,3.2,0.6,12.2,1
0.66,3.65,3.05,0.74,11.5,1
0.28,4.0,3.2,0.5,13.2,0
0.33,1.8,3.36,0.64,10.1,1
0.19,1.9,3.39,0.54,9.7,1
0.15,1.3,3.14,0.51,8.7,0
0.39,2.5,3.32,0.88,12.4,1
0.26,14.8,3.2,0.35,9.8,0
0.38,7.4,3.35,0.52,9.6,0
0.31,1.7,3.72,0.69,10.5,0
0.44,2.1,3.14,1.22,9.5,1
0.13,2.0,3.29,0.54,10.1,1
0.49,1.7,3.05,0.37,10.1,0
0.25,2.0,3.27,0.72,9.6,1
0.0,1.6,3.38,0.58,10.0,1
0.36,1.2,3.04,0.54,9.2,0
0.1,2.4,3.58,0.69,10.8,1
0.23,2.7,3.22,0.64,10.3,1
0.53,10.1,3.07,0.4,9.4,0
0.49,2.6,3.31,0.79,10.7,1
0.0,2.15,3.78,0.61,12.5,1
0.54,2.3,3.11,1.36,9.8,1
0.36,17.2,3.23,0.43,8.8,0
0.29,13.9,3.17,0.39,9.4,0
0.35,2.8,3.09,0.53,12.0,0
0.11,2.4,3.3,0.65,11.4,1
0.3,1.2,3.31,0.4,13.6,0
0.0,1.9,3.37,0.58,9.2,1
0.02,1.9,3.4,0.75,9.8,1
0.21,3.2,3.25,0.44,10.2,0
0.32,12.5,2.88,0.36,9.0,0
0.46,1.8,3.04,0.79,10.2,1
0.55,2.8,3.09,0.68,10.9,1
0.2,10.2,2.96,0.58,9.2,0
0.24,6.1,3.04,0.26,13.4,0
0.23,2.0,3.11,0.62,9.8,0
0.23,6.3,3.36,0.54,10.0,0
0.1,1.8,3.08,0.49,9.8,1
0.53,6.7,3.27,0.82,11.7,1
0.07,1.9,3.51,0.43,10.7,1
0.12,1.8,3.28,0.87,9.8,1
0.34,1.2,3.14,0.41,10.6,0
0.09,1.6,3.33,0.51,11.4,0
0.42,6.6,2.98,0.39,13.3,0
0.25,1.8,3.38,0.55,9.2,1
0.36,6.1,3.35,0.8,10.5,1
0.37,8.5,3.2,0.48,9.4,0
0.34,5.1,3.22,0.94,10.9,1
0.09,1.7,3.3,0.57,9.0,1
0.27,11.75,3.07,0.5,9.4,0
0.26,7.4,3.16,0.37,10.0,0
0.43,1.6,3.27,0.47,10.7,0
0.0,2.5,3.5,0.65,9.3,1
0.39,1.9,3.19,0.43,11.9,0
0.0,2.2,3.48,0.5,9.3,1
0.28,7.7,3.12,0.55,10.0,0
0.17,5.1,3.0,0.38,9.8,0
0.39,2.5,3.51,0.69,11.0,1
0.62,10.6,3.13,0.44,8.9,0
0.35,1.4,3.17,0.48,12.0,0
0.24,1.7,3.29,0.67,10.0,1
0.56,2.8,3.15,0.92,11.7,1
0.51,2.0,3.03,1.17,9.0,1
0.42,1.1,3.02,0.4,9.0,0
0.02,2.4,3.47,0.45,11.0,1
0.58,1.4,3.16,0.43,10.0,0
0.65,1.2,3.2,0.42,9.4,0
0.0,2.1,3.39,0.84,11.4,1
0.45,7.7,3.2,0.7,12.7,0
0.38,2.6,3.15,0.79,12.1,1
0.09,2.3,3.41,0.68,10.4,1
0.33,6.0,3.32,0.58,10.15,0
0.24,5.3,3.21,0.43,9.5,0
0.25,0.7,3.22,0.43,9.2,0
0.3,1.8,3.24,0.7,11.4,1
0.22,1.8,3.1,0.42,9.2,1
0.35,2.0,3.06,0.46,13.6,0
0.73,6.55,3.17,0.85,12.0,1
0.49,1.1,3.13,0.55,11.3,0
0.03,2.3,3.52,0.56,12.3,1
0.03,2.3,3.53,0.57,9.7,1
0.29,10.3,3.19,0.38,9.8,0
0.18,1.4,3.11,0.42,9.5,0
0.24,2.6,3.48,0.54,9.8,1
0.79,4.8,3.18,0.77,13.0,1
0.47,15.2,3.02,0.66,9.0,0
0.44,13.9,3.11,0.48,10.0,0
0.01,2.0,3.48,0.65,9.8,1
0.29,10.8,3.18,0.37,11.2,0
0.24,1.9,3.32,0.5,13.5,0
0.27,1.5,3.49,0.62,10.8,0
0.32,9.3,3.34,0.54,10.7,0
0.01,1.6,3.16,0.46,9.8,1
0.3,3.0,3.31,0.4,13.1,0
0.03,1.7,3.44,0.63,10.0,1
0.04,2.2,3.21,0.6,10.9,1
0.45,1.8,3.33,0.49,10.7,0
0.29,2.0,3.34,0.57,10.0,1
0.03,3.2,3.61,0.49,12.7,1
0.23,1.5,2.96,0.35,12.0,0
0.44,2.3,3.46,0.63,9.5,1
0.28,1.3,3.08,0.64,12.9,0
0.22,5.5,3.46,0.44,12.2,0
0.51,1.7,3.0,1.17,9.2,1
0.35,4.8,3.36,0.6,12.5,0
0.31,14.5,3.1,0.5,9.2,0
0.29,15.4,3.06,0.41,8.7,0
0.5,13.3,3.09,0.45,9.4,0
0.79,1.4,3.17,0.46,10.5,0
0.18,1.9,3.59,0.57,9.3,1
0.34,14.4,3.07,0.53,9.1,0
0.39,17.3,3.11,0.47,9.2,0
0.12,2.5,3.34,0.61,11.6,1
0.48,1.8,3.32,1.04,10.6,1
0.68,1.5,3.32,0.64,9.4,0
0.26,1.9,3.3,0.53,9.8,1
0.35,1.9,3.18,1.36,10.3,1
0.31,1.2,3.38,0.35,11.5,0
0.09,2.5,3.34,0.86,10.6,1
0.08,2.0,3.45,0.58,10.5,1
0.31,10.7,3.12,0.55,9.5,0
0.18,2.4,3.31,0.54,9.8,1
0.03,2.3,3.53,0.57,9.7,1
0.3,2.0,3.33,0.46,11.9,1
0.19,3.2,3.23,0.58,10.5,1
0.38,1.2,3.28,0.36,12.4,0
0.28,10.2,3.14,0.46,10.0,0
0.24,1.4,3.66,0.57,10.3,0
0.45,1.8,3.41,0.76,11.9,1
0.2,2.6,3.21,0.9,10.5,1
0.47,1.4,3.19,0.45,9.5,0
0.16,14.9,3.13,0.45,8.9,0
0.24,4.8,3.42,0.4,9.4,0
0.3,1.7,3.41,0.65,9.5,1
0.55,1.7,3.35,0.94,10.0,1
0.3,6.5,3.4,0.42,11.4,0
0.06,2.5,3.39,0.56,9.8,1
0.09,2.2,3.18,0.62,9.5,1
0.32,2.5,3.27,0.85,11.0,1
0.39,1.0,3.08,0.43,11.9,0
0.17,2.9,3.23,0.54,9.6,1
0.2,12.6,2.91,0.43,10.6,0
0.44,9.0,3.02,0.45,8.9,0
0.24,2.0,3.45,0.78,9.5,1
0.22,9.5,3.08,0.61,9.3,0
0.28,26.05,3.06,0.42,10.6,0
0.39,1.2,3.16,0.67,10.0,0
0.37,1.8,3.41,0.71,12.1,1
0.34,11.9,3.02,0.31,10.3,0
0.49,5.2,3.18,0.48,10.6,0
0.45,6.4,3.23,0.82,12.6,1
0.27,4.3,3.16,0.33,11.2,0
0.09,2.3,3.63,0.63,13.0,1
0.51,1.75,3.33,0.76,11.8,1
0.36,10.7,3.16,0.44,10.9,0
0.6,3.0,3.39,0.68,10.6,1
0.19,13.7,3.12,0.53,9.0,0
0.42,14.0,3.16,0.5,9.4,0
0.32,2.5,3.32,0.79,11.1,1
0.29,11.8,3.18,0.34,11.9,0
0.03,1.7,3.34,0.57,10.0,1
0.46,6.2,3.19,0.42,9.73333333333333,0
0.23,2.6,3.37,0.56,11.3,1
0.29,1.6,3.3,0.5,11.0,0
0.33,9.2,3.08,0.42,11.4,0
0.34,2.7,3.37,0.78,11.8,1
0.49,13.0,2.96,0.51,9.2,0
0.14,2.6,3.39,0.63,9.8,1
0.65,6.4,3.27,0.58,11.0,1
0.26,1.9,3.39,0.64,9.6,1
0.23,2.9,3.28,0.5,10.0,0
0.39,3.6,3.17,0.51,10.9,0
0.32,4.8,3.22,0.54,11.0,0
0.24,2.2,3.18,0.56,10.1,1
0.26,3.4,3.18,0.4,9.3,0
0.52,1.8,3.2,0.72,10.2,1
0.23,2.6,3.15,0.51,9.4,1
0.16,9.0,3.36,0.37,10.4,0
0.35,12.0,3.58,0.47,10.0,0
0.58,2.8,3.13,0.53,10.0,1
0.71,12.2,2.98,0.65,9.4,0
0.25,2.5,3.41,0.67,11.2,1
0.41,8.0,3.22,0.54,11.0,0
0.23,2.3,3.21,0.61,9.3,1
0.0,2.6,3.36,0.86,9.4,1
0.2,16.0,3.22,0.46,8.9,0
0.4,1.2,3.12,0.38,10.7,0
0.41,2.2,3.08,0.67,9.3,1
0.5,3.4,3.26,0.93,11.8,1
0.3,14.2,3.14,0.46,8.9,0
0.25,1.3,2.87,0.48,11.2,0
0.28,7.5,3.34,0.55,9.4,0
0.33,1.0,3.19,0.64,11.5,0
0.38,4.3,3.37,0.74,10.8,0
0.28,1.1,3.12,0.42,10.5,0
0.09,2.3,3.46,0.74,12.7,1
0.3,1.5,3.31,0.54,10.4,0
0.0,3.3,3.6,0.72,9.8,1
0.48,2.1,3.26,0.62,12.4,1
0.0,1.7,3.56,0.94,12.9,1
0.38,11.1,2.93,0.55,9.7,0
0.4,1.6,3.5,0.63,11.1,1
0.53,2.4,3.2,1.13,12.0,1
0.43,2.5,3.53,0.81,10.4,1
0.26,1.9,3.08,0.38,9.5,0
0.47,10.6,2.91,0.34,9.3,0
0.09,2.5,3.34,0.86,10.6,1
0.24,4.8,3.23,0.43,11.2,0
0.4,2.6,3.3,0.48,9.4,1
0.25,1.2,3.31,0.56,11.3,0
0.27,10.6,3.27,0.3,9.3,0
0.05,2.0,3.39,0.57,9.8,1
0.22,2.3,3.1,0.55,9.4,1
0.03,1.6,3.37,0.48,9.0,1
0.38,12.75,3.1,0.57,12.9,0
0.45,3.3,3.13,0.54,9.6,1
0.0,1.3,3.56,0.43,10.9,0
0.49,4.3,3.25,0.74,11.9,1
0.69,2.1,3.17,0.62,9.2,1
0.28,5.4,3.27,0.37,9.0,0
0.22,9.5,3.05,0.31,10.8,0
0.1,1.6,3.31,0.65,9.55,1
0.25,1.5,3.37,0.58,10.4,0
0.29,1.6,3.26,1.56,9.1,1
0.14,4.8,3.21,0.48,9.4,0
0.36,5.9,3.33,0.83,10.5,1
0.18,1.8,3.44,0.6,9.1,1
0.3,9.6,3.39,0.38,9.6,0
0.24,1.8,3.0,1.59,9.5,1
0.23,3.2,3.26,0.57,9.3,1
0.36,20.7,3.0,0.45,8.8,0
0.62,11.8,3.12,0.46,8.7,0
0.43,1.4,3.21,0.75,10.2,1
0.31,2.2,3.18,0.63,10.2,1
0.34,13.7,3.22,0.75,8.9,0
0.23,8.6,3.17,0.44,8.8,0
0.14,5.8,3.3,0.71,10.3,0
0.3,2.2,3.25,1.18,10.5,1
0.33,11.1,3.03,0.49,10.2,0
0.34,1.4,3.02,0.5,11.0,0
0.4,17.85,3.34,0.42,9.6,0
0.43,2.8,3.42,1.16,10.6,1
0.3,6.9,3.25,0.49,11.1,0
0.5,2.4,3.12,1.18,9.2,1
0.22,12.7,3.32,0.42,11.7,0
0.14,2.4,3.66,0.65,9.8,1
0.05,2.3,3.29,0.63,9.3,1
0.38,6.5,3.1,0.42,10.5,0
0.24,12.1,3.05,0.5,9.5,0
0.49,1.5,3.03,0.4,10.3,0
0.28,2.5,3.38,0.51,11.4,0
0.28,1.7,3.11,1.28,9.3,1
0.02,2.2,3.1,0.53,9.7,1
0.18,1.2,3.42,0.4,11.0,0
0.49,2.1,3.3,0.56,9.6,1
0.22,2.0,3.2,0.56,10.2,1
0.13,2.0,3.29,0.54,10.1,1
0.33,2.4,3.36,0.6,11.9,1
0.07,1.4,3.23,0.52,9.2,0
0.38,8.1,3.3,0.54,9.8,0
0.05,2.0,3.51,0.66,10.8,1
0.27,4.6,3.08,0.47,9.5,0
0.34,2.0,3.26,0.84,11.7,1
0.49,1.4,3.08,0.49,9.0,0
0.33,1.2,3.37,0.38,11.7,0
0.43,7.8,3.1,0.51,9.0,0
0.32,9.0,3.34,0.35,12.6,0
0.27,2.1,3.26,0.47,10.0,1
0.12,2.1,3.3,0.53,13.3,1
0.42,2.6,3.31,0.51,12.7,0
0.26,1.7,3.36,0.6,10.6,0
0.28,6.7,3.13,0.32,12.3,0
0.1,2.2,3.15,0.66,9.8,1
0.38,1.0,3.03,0.54,11.4,0
0.38,10.5,3.06,0.5,10.3,0
0.34,5.0,3.27,0.36,13.5,0
0.0,1.7,3.26,0.64,9.4,1
0.0,1.9,3.37,0.58,9.0,1
0.27,6.3,3.25,0.5,9.1,0
0.3,8.7,3.18,0.39,10.6,0
0.24,1.6,3.74,0.62,11.5,1
0.37,1.6,3.15,0.66,12.0,0
0.45,13.0,3.2,0.46,9.2,0
0.25,2.6,3.37,0.58,10.5,1
0.32,6.0,3.51,0.58,12.5,0
0.41,5.9,3.3,0.62,12.1,1
0.37,1.2,3.05,0.54,10.4,0
0.37,7.9,2.93,0.37,11.9,0
0.74,15.6,3.38,0.67,9.0,0
0.0,1.9,3.37,0.58,9.0,1
0.36,3.0,3.2,0.56,9.4,1
0.33,2.4,3.3,0.6,9.5,1
0.52,2.2,3.36,0.76,12.4,1
0.34,14.0,3.37,0.5,12.2,0
0.4,2.4,3.34,0.86,11.0,1
0.44,6.7,3.04,0.44,9.6,0
0.25,4.9,3.26,0.58,13.1,0
0.23,2.6,3.37,0.56,11.3,1
0.43,2.2,3.25,0.73,9.2,1
0.48,13.3,3.04,0.5,9.2,0
0.34,1.1,3.0,0.47,10.2,0
0.06,2.7,3.51,0.54,9.5,1
0.27,8.8,3.08,0.38,11.0,0
0.27,4.5,3.05,0.76,10.7,0
0.14,4.8,3.21,0.48,9.4,0
0.49,4.6,3.02,0.61,9.5,1
0.26,2.1,3.29,0.56,9.8,1
0.22,5.25,3.13,0.45,11.6,0
0.42,2.0,3.21,0.8,9.4,1
0.5,8.0,3.18,0.47,9.5,0
0.18,3.0,3.28,0.4,11.5,0
0.42,1.9,3.21,0.54,12.3,1
0.34,8.9,3.22,0.6,9.2,0
0.23,5.8,3.15,0.57,13.2,0
0.28,4.8,3.13,0.5,10.0,0
0.33,10.3,2.93,0.49,9.5,0
0.42,1.5,3.38,0.86,9.9,1
0.33,2.0,3.25,0.54,9.4,1
0.24,4.6,2.99,0.28,11.5,0
0.27,1.2,3.37,0.54,9.4,0
0.4,1.5,3.46,0.5,11.4,0
0.41,8.6,3.0,0.44,9.1,0
0.41,14.2,3.28,0.72,10.3,0
0.28,4.9,3.3,0.75,9.5,0
0.22,2.7,3.28,0.98,9.9,1
0.31,12.2,3.06,0.53,8.9,0
0.68,8.3,3.01,0.51,12.3,1
0.27,1.6,3.41,0.51,10.5,0
0.36,1.8,3.25,0.55,9.5,0
0.54,7.0,3.19,0.7,10.4,0
0.2,2.0,3.36,0.44,10.9,1
0.49,6.3,3.21,0.73,11.0,1
0.28,12.6,3.2,0.43,10.6,0
0.48,1.9,3.33,0.87,10.9,1
0.32,6.3,3.21,0.6,11.0,0
0.0,2.2,3.58,0.67,10.2,1
0.49,2.7,3.12,1.02,10.6,1
0.09,3.3,3.23,0.44,10.0,1
0.52,3.2,3.05,0.81,9.5,1
0.3,1.6,3.11,0.49,9.3,0
0.07,2.1,3.47,0.55,10.4,1
0.1,3.5,3.01,0.39,9.2,0
0.1,13.0,3.1,0.5,9.1,0
0.2,11.5,3.27,0.44,9.0,0
0.1,2.6,3.57,0.5,11.9,1
0.49,1.3,3.05,0.53,11.3,0
0.53,2.2,3.37,0.93,12.4,1
0.01,2.5,3.55,0.59,9.8,1
0.32,1.2,3.8,0.41,10.2,0
0.57,1.0,3.06,0.41,9.5,0
0.19,1.8,3.49,0.68,10.5,1
0.22,1.8,3.4,0.82,11.2,1
0.33,1.9,3.41,0.58,9.0,1
0.0,1.2,4.01,0.59,12.5,1
0.13,2.4,3.62,0.67,12.4,1
0.4,3.6,3.23,0.7,12.0,1
0.29,1.6,3.27,0.5,11.2,0
0.32,1.6,2.98,0.44,10.5,0
0.28,4.3,3.16,0.57,13.0,0
0.18,1.9,3.21,0.83,14.0,0
0.31,5.0,3.28,0.52,11.0,0
0.31,17.3,3.13,0.46,9.0,0
0.24,2.0,3.27,0.54,9.4,1
0.37,6.2,3.38,0.49,12.2,0
0.15,1.8,3.32,0.82,11.6,1
0.3,5.5,3.14,0.49,9.6,0
0.24,2.1,3.41,0.87,10.3,1
0.24,2.5,3.32,0.6,9.0,1
0.37,1.2,3.32,0.44,11.2,0
0.24,2.2,3.18,0.56,10.1,1
0.43,7.6,3.08,0.59,12.5,0
0.28,12.9,2.99,0.43,13.0,0
0.3,12.8,3.14,0.49,9.1,0
0.05,4.65,3.41,0.39,10.9,1
0.25,5.6,2.93,0.66,10.3,0
0.29,4.6,3.21,0.38,11.3,0
0.47,1.8,3.3,0.75,9.8,1
0.25,1.8,3.36,0.44,10.1,1
0.3,1.7,3.29,0.47,10.8,1
0.52,6.5,3.22,0.49,9.9,0
0.36,1.9,3.15,0.54,10.8,0
0.38,1.5,3.2,0.52,9.4,1
0.33,4.6,3.28,0.4,9.6,0
0.27,1.9,3.16,0.85,11.1,1
0.54,2.7,3.13,0.51,9.5,1
0.17,1.7,3.44,0.68,10.55,1
0.32,5.5,3.19,0.68,9.2,0
0.55,11.95,3.11,0.29,9.7,0
0.03,2.2,3.53,0.58,9.8,1
0.31,1.6,3.31,0.64,9.0,1
0.74,1.8,2.86,0.79,8.4,1
0.44,11.0,3.19,0.57,9.3,0
0.29,4.6,3.34,0.48,10.6,0
0.49,1.9,3.27,0.61,9.4,1
